100
-1	2753	3536	32	16
-1	2785	3504	32	16
-101	2801	3488	16	16
-1	2305	3472	224	16
-1	2561	3472	32	16
-1	2625	3472	160	16
-101	2801	3472	16	16
-502	2737	3456	16	16
-101	2801	3456	16	16
-1	2401	3440	32	16
-2	2721	3440	16	16
-101	2801	3440	16	16
-502	2385	3424	16	16
-2	2705	3424	16	16
-101	2801	3424	16	16
-2	2369	3408	16	16
-2	2689	3408	16	16
-101	2801	3408	16	16
-2	2353	3392	16	16
-2	2673	3392	16	16
-101	2801	3392	16	16
-106	2353	3376	16	16
-106	2673	3376	16	16
-1	769	3360	1584	16
-602	2353	3360	16	16
-206	2369	3360	16	16
-1	2385	3360	176	16
-1	2625	3360	48	16
-602	2673	3360	16	16
-206	2689	3360	16	16
-1	2705	3360	880	16
-1	1	3344	768	16
-102	1393	3344	16	16
-102	2065	3344	16	16
-101	2289	3344	16	16
-502	2529	3344	16	16
-502	2753	3344	16	16
-101	2801	3344	16	16
-502	3169	3344	16	16
-101	3569	3344	16	16
0	1123	3327	16	32
0	1301	3326	16	32
0	1236	3325	16	32
-2	1409	3328	16	16
-2	2081	3328	16	16
-101	2289	3328	16	16
-2	2513	3328	16	16
-2	2737	3328	16	16
-101	2801	3328	16	16
-2	3153	3328	16	16
-1	3489	3328	32	16
-101	3569	3328	16	16
-2	1425	3312	16	16
-2	2097	3312	16	16
-101	2289	3312	16	16
-2	2497	3312	16	16
-2	2721	3312	16	16
-101	2801	3312	16	16
-2	3137	3312	16	16
-102	3505	3312	16	16
-101	3569	3312	16	16
-8	3488	3286	16	42
-302	1441	3296	16	16
-1	1457	3296	48	16
-1	1697	3296	96	16
-2	2113	3296	16	16
-101	2289	3296	16	16
-1	2433	3296	48	16
-602	2481	3296	16	16
-1	2657	3296	48	16
-602	2705	3296	16	16
-101	2801	3296	16	16
-1	2945	3296	176	16
-702	3121	3296	16	16
-302	3521	3296	16	16
-1	3537	3296	48	16
-5	689	3260	16	80
-102	1489	3280	16	16
-502	1697	3280	16	16
-2	2129	3280	16	16
-101	2289	3280	16	16
-1	2625	3280	32	16
-101	2801	3280	16	16
-502	2945	3280	16	16
-302	1505	3264	16	16
-1	1521	3264	160	16
-702	1681	3264	16	16
-302	2145	3264	16	16
-1	2161	3264	272	16
-1	2721	3264	208	16
-702	2929	3264	16	16
9	3569	3248	16	16
-101	3569	3232	16	16
10	3288	3225	49	22
9	2289	3216	16	16
9	2801	3216	16	16
-101	3569	3216	16	16
-101	2289	3200	16	16
-1	2785	3200	32	16
-101	3569	3200	16	16
