366
-1	1985	2736	16	16
-1	2001	2736	16	16
-1	2017	2704	16	16
-1	2033	2704	16	16
-101	2033	2688	16	16
-1	1537	2672	16	16
-1	1553	2672	16	16
-1	1569	2672	16	16
-1	1585	2672	16	16
-1	1601	2672	16	16
-1	1617	2672	16	16
-1	1633	2672	16	16
-1	1649	2672	16	16
-1	1665	2672	16	16
-1	1681	2672	16	16
-1	1697	2672	16	16
-1	1713	2672	16	16
-1	1729	2672	16	16
-1	1745	2672	16	16
-1	1793	2672	16	16
-1	1809	2672	16	16
-1	1857	2672	16	16
-1	1873	2672	16	16
-1	1889	2672	16	16
-1	1905	2672	16	16
-1	1921	2672	16	16
-1	1937	2672	16	16
-1	1953	2672	16	16
-1	1969	2672	16	16
-1	1985	2672	16	16
-1	2001	2672	16	16
-101	2033	2672	16	16
-101	2033	2656	16	16
-1	1633	2640	16	16
-1	1649	2640	16	16
-101	2033	2640	16	16
-101	2033	2624	16	16
-101	2033	2608	16	16
-101	2033	2592	16	16
-1	1	2560	16	16
-1	17	2560	16	16
-1	33	2560	16	16
-1	49	2560	16	16
-1	65	2560	16	16
-1	81	2560	16	16
-1	97	2560	16	16
-1	113	2560	16	16
-1	129	2560	16	16
-1	145	2560	16	16
-1	161	2560	16	16
-1	177	2560	16	16
-1	193	2560	16	16
-1	209	2560	16	16
-1	225	2560	16	16
-1	241	2560	16	16
-1	257	2560	16	16
-1	273	2560	16	16
-1	289	2560	16	16
-1	305	2560	16	16
-1	321	2560	16	16
-1	337	2560	16	16
-1	353	2560	16	16
-1	369	2560	16	16
-1	385	2560	16	16
-1	401	2560	16	16
-1	417	2560	16	16
-1	433	2560	16	16
-1	449	2560	16	16
-1	465	2560	16	16
-1	481	2560	16	16
-1	497	2560	16	16
-1	513	2560	16	16
-1	529	2560	16	16
-1	545	2560	16	16
-1	561	2560	16	16
-1	577	2560	16	16
-1	593	2560	16	16
-1	609	2560	16	16
-1	625	2560	16	16
-1	641	2560	16	16
-1	657	2560	16	16
-1	673	2560	16	16
-1	689	2560	16	16
-1	705	2560	16	16
-1	721	2560	16	16
-1	737	2560	16	16
-1	753	2560	16	16
-1	769	2560	16	16
-1	785	2560	16	16
-1	801	2560	16	16
-1	817	2560	16	16
-1	833	2560	16	16
-1	849	2560	16	16
-1	865	2560	16	16
-1	881	2560	16	16
-1	897	2560	16	16
-1	913	2560	16	16
-1	929	2560	16	16
-1	945	2560	16	16
-1	961	2560	16	16
-1	977	2560	16	16
-1	993	2560	16	16
-1	1009	2560	16	16
-1	1025	2560	16	16
-1	1041	2560	16	16
-1	1057	2560	16	16
-1	1073	2560	16	16
-1	1089	2560	16	16
-1	1105	2560	16	16
-1	1121	2560	16	16
-1	1137	2560	16	16
-1	1153	2560	16	16
-1	1169	2560	16	16
-1	1185	2560	16	16
-1	1201	2560	16	16
-1	1217	2560	16	16
-1	1233	2560	16	16
-1	1249	2560	16	16
-1	1265	2560	16	16
-1	1281	2560	16	16
-1	1297	2560	16	16
-1	1313	2560	16	16
-1	1329	2560	16	16
-1	1345	2560	16	16
-1	1361	2560	16	16
-1	1377	2560	16	16
-1	1393	2560	16	16
-1	1409	2560	16	16
-1	1425	2560	16	16
-1	1441	2560	16	16
-1	1457	2560	16	16
-1	1473	2560	16	16
-1	1489	2560	16	16
-1	1505	2560	16	16
-1	1521	2560	16	16
-1	1537	2560	16	16
-1	1553	2560	16	16
-1	1569	2560	16	16
-1	1601	2560	16	16
-1	1617	2560	16	16
-1	1633	2560	16	16
-1	1649	2560	16	16
-1	1665	2560	16	16
-1	1681	2560	16	16
-1	1697	2560	16	16
-1	1713	2560	16	16
-1	1729	2560	16	16
-1	1745	2560	16	16
-1	1761	2560	16	16
-1	1777	2560	16	16
-1	1793	2560	16	16
-1	1809	2560	16	16
-1	1825	2560	16	16
-1	1841	2560	16	16
-1	1857	2560	16	16
-1	1873	2560	16	16
-1	1889	2560	16	16
-1	1921	2560	16	16
-1	1937	2560	16	16
-1	1953	2560	16	16
-1	1969	2560	16	16
-1	1985	2560	16	16
-1	2001	2560	16	16
-1	2017	2560	16	16
-1	2033	2560	16	16
-1	2049	2560	16	16
-1	2065	2560	16	16
-1	2081	2560	16	16
-1	2097	2560	16	16
-1	2113	2560	16	16
-1	2129	2560	16	16
-1	2145	2560	16	16
-1	2161	2560	16	16
-1	2177	2560	16	16
-1	2193	2560	16	16
-1	2209	2560	16	16
-1	2225	2560	16	16
-1	2241	2560	16	16
-1	2257	2560	16	16
-1	2273	2560	16	16
-1	2289	2560	16	16
-1	2305	2560	16	16
-1	2321	2560	16	16
-1	2337	2560	16	16
-1	2353	2560	16	16
-1	2369	2560	16	16
-1	2385	2560	16	16
-1	2401	2560	16	16
-1	2417	2560	16	16
-1	2433	2560	16	16
-1	2449	2560	16	16
-1	2465	2560	16	16
-1	2481	2560	16	16
-1	2497	2560	16	16
-1	2513	2560	16	16
-1	2529	2560	16	16
-1	2545	2560	16	16
-1	2561	2560	16	16
-1	2577	2560	16	16
-1	2593	2560	16	16
-1	2609	2560	16	16
-1	2625	2560	16	16
-1	2641	2560	16	16
-1	2657	2560	16	16
-1	2673	2560	16	16
-1	2689	2560	16	16
-1	2705	2560	16	16
-1	2721	2560	16	16
-1	2737	2560	16	16
-1	2753	2560	16	16
-101	1521	2544	16	16
-1	1793	2544	16	16
-1	1809	2544	16	16
-1	1825	2544	16	16
-1	1841	2544	16	16
-101	2033	2544	16	16
-101	1521	2528	16	16
-1	1793	2528	16	16
-1	1809	2528	16	16
-1	1825	2528	16	16
-1	1841	2528	16	16
-101	2033	2528	16	16
-1	2721	2528	16	16
-1	2737	2528	16	16
-101	1521	2512	16	16
-1	1793	2512	16	16
-1	1809	2512	16	16
-1	1825	2512	16	16
-1	1841	2512	16	16
-101	2033	2512	16	16
-1	689	2496	16	16
-1	705	2496	16	16
-1	721	2496	16	16
-1	929	2496	16	16
-1	945	2496	16	16
-1	961	2496	16	16
-1	977	2496	16	16
-1	993	2496	16	16
-1	1009	2496	16	16
-101	1521	2496	16	16
-1	1665	2496	16	16
-1	1681	2496	16	16
-1	1697	2496	16	16
-1	1793	2496	16	16
-1	1809	2496	16	16
-1	1825	2496	16	16
-1	1841	2496	16	16
-1	1889	2496	16	16
-1	1905	2496	16	16
-1	1921	2496	16	16
-101	2033	2496	16	16
-1	2177	2496	16	16
-1	2193	2496	16	16
-1	2209	2496	16	16
-1	2225	2496	16	16
-1	2241	2496	16	16
-1	2257	2496	16	16
-1	2273	2496	16	16
-1	2289	2496	16	16
-1	2305	2496	16	16
-1	2321	2496	16	16
-1	2337	2496	16	16
-101	1521	2480	16	16
-1	1793	2480	16	16
-1	1809	2480	16	16
-1	1825	2480	16	16
-1	1841	2480	16	16
-1	1857	2480	16	16
-1	1873	2480	16	16
-101	2033	2480	16	16
-1	753	2464	16	16
-1	769	2464	16	16
-1	785	2464	16	16
-1	801	2464	16	16
-1	817	2464	16	16
-1	833	2464	16	16
-1	849	2464	16	16
-1	865	2464	16	16
-1	881	2464	16	16
-1	897	2464	16	16
-1	1393	2464	16	16
-1	1409	2464	16	16
-1	1425	2464	16	16
-1	1441	2464	16	16
-1	1457	2464	16	16
-1	1473	2464	16	16
-1	1489	2464	16	16
-1	1505	2464	16	16
-1	1521	2464	16	16
-1	1537	2464	16	16
-1	1553	2464	16	16
-1	1569	2464	16	16
-1	1585	2464	16	16
-1	1601	2464	16	16
-1	1617	2464	16	16
-1	1633	2464	16	16
-1	1649	2464	16	16
-1	1953	2464	16	16
-1	1969	2464	16	16
-1	1985	2464	16	16
-1	2001	2464	16	16
-1	2017	2464	16	16
-1	2033	2464	16	16
-1	2049	2464	16	16
-1	2065	2464	16	16
-1	2081	2464	16	16
-1	2097	2464	16	16
-1	2113	2464	16	16
-1	2129	2464	16	16
-1	2145	2464	16	16
-101	1521	2400	16	16
-1	2017	2400	16	16
-1	2033	2400	16	16
-1	1	2368	16	16
-1	17	2368	16	16
-1	33	2368	16	16
-1	49	2368	16	16
-1	65	2368	16	16
-1	81	2368	16	16
-1	97	2368	16	16
-1	113	2368	16	16
-1	129	2368	16	16
-1	145	2368	16	16
-1	161	2368	16	16
-1	177	2368	16	16
-1	193	2368	16	16
-1	209	2368	16	16
-1	225	2368	16	16
-1	241	2368	16	16
-1	257	2368	16	16
-1	273	2368	16	16
-1	289	2368	16	16
-1	305	2368	16	16
-1	321	2368	16	16
-1	337	2368	16	16
-1	353	2368	16	16
-1	369	2368	16	16
-1	385	2368	16	16
-1	401	2368	16	16
-1	417	2368	16	16
-1	433	2368	16	16
-1	449	2368	16	16
-1	465	2368	16	16
-1	481	2368	16	16
-1	497	2368	16	16
-1	513	2368	16	16
-1	529	2368	16	16
-1	545	2368	16	16
-1	561	2368	16	16
-1	577	2368	16	16
-1	593	2368	16	16
-1	609	2368	16	16
-1	625	2368	16	16
-1	641	2368	16	16
-1	657	2368	16	16
-1	673	2368	16	16
-1	689	2368	16	16
-1	705	2368	16	16
-1	721	2368	16	16
-1	737	2368	16	16
-1	753	2368	16	16
-3	80	2337	16	30
-3	480	2336	16	30
-3	602	2336	16	30
-3	224	2336	16	30
-3	336	2336	16	30
